date,product_id,category,daily_active_users,click_through_rate,avg_session_duration,conversion_rate,is_anomaly
2022-02-27,google_product_001,Search,1332,0.11030730619777504,4.92165011192446,0.056284685547723215,0
2022-02-28,google_product_001,Search,1703,0.19926045480409105,3.8724508796224657,0.037156153503934905,0
2022-03-01,google_product_001,Search,2074,0.18029451268027902,5.511154930247347,0.0559058207261785,0
2022-03-02,google_product_001,Search,349,0.12935548964466828,2.548824309948441,0.04678931290059278,1
2022-03-03,google_product_001,Search,1753,0.21757307416032926,3.9879110521539456,0.03863004510557542,0
2022-03-04,google_product_001,Search,1317,0.17945296460974783,2.7476065555868807,0.034806036281738735,0
2022-03-05,google_product_001,Search,1144,0.14025505849474132,4.363631882624968,0.0365909212265392,0
2022-03-06,google_product_001,Search,1611,0.0750178285537928,4.8868873900973,0.04428316692375238,0
2022-03-07,google_product_001,Search,1962,0.21872827717772225,3.579238206318947,0.04077156496217717,0
2022-03-08,google_product_001,Search,1918,0.10831282599709212,1.3957861433728658,0.03406188591931295,0
2022-03-09,google_product_001,Search,2198,0.10063803759129325,4.198948146796495,0.03834368589682368,0
2022-03-10,google_product_001,Search,1914,0.1806771129602892,4.43673855173351,0.0407857702971915,0
2022-03-11,google_product_001,Search,1459,0.22319257219017818,4.404294754961698,0.018712659055851878,0
2022-03-12,google_product_001,Search,1505,0.19152818455531553,5.235782191822154,0.044581681147886985,0
2022-03-13,google_product_001,Search,1805,0.16691727360157077,2.928946320350951,0.03020278775283193,0
2022-03-14,google_product_001,Search,1731,0.16784263024995857,4.68021610545045,0.02846667596794255,0
2022-03-15,google_product_001,Search,2292,0.17560246676340924,5.192507512477975,0.023126556528892898,0
2022-03-16,google_product_001,Search,1519,0.17276785769360295,2.221412415993483,0.022061075021321097,0
2022-03-17,google_product_001,Search,2051,0.15843574271908126,4.319651825918977,0.02644552496887711,0
2022-03-18,google_product_001,Search,1649,0.15312603311855627,3.4958201689923287,0.032909790423695094,0
2022-03-19,google_product_001,Search,1416,0.14812220616301433,3.918477326898354,0.05953259137526568,0
2022-03-20,google_product_001,Search,1557,0.1273810623339997,4.347676483538336,0.034741203241047965,0
2022-03-21,google_product_001,Search,1381,0.14157974769399678,3.5127714358864477,0.041777501062680314,0
2022-03-22,google_product_001,Search,1975,0.09921129557413844,3.3242919208383883,0.04400481386506329,0
2022-03-23,google_product_001,Search,2153,0.1470498111961575,4.034152417488024,0.04131065186215849,0
2022-03-24,google_product_001,Search,2220,0.12034226678547247,2.912754061137197,0.03922556539274007,0
2022-03-25,google_product_001,Search,1565,0.11689232048352687,2.9141748711148145,0.028047062364007554,0
2022-03-26,google_product_001,Search,1349,0.15539682453460435,4.679373282956504,0.05450927548279212,0
2022-03-27,google_product_001,Search,1473,0.19176006859033798,2.851205964841344,0.05807196643637885,0
2022-03-28,google_product_001,Search,1995,0.17754949818006938,4.666312500909212,0.023173413058773143,0
2022-03-29,google_product_001,Search,2117,0.10288498189130468,4.4625912928539515,0.029759714091136206,0
2022-03-30,google_product_001,Search,2007,0.12031115590288988,2.2741932712094033,0.03720189657622994,0
2022-03-31,google_product_001,Search,2057,0.17822313563964648,3.322435347664345,0.03035462205089809,0
2022-04-01,google_product_001,Search,1718,0.1205253781938507,5.1941094030473725,0.04505965553455865,0
2022-04-02,google_product_001,Search,1733,0.14326100550008924,3.0188344688603186,0.03271727797593387,0
2022-04-03,google_product_001,Search,1460,0.16650156297073654,3.5355957376906124,0.06165056067806603,0
2022-04-04,google_product_001,Search,1773,0.12094966635409093,4.462060893251897,0.05190548594343596,0
2022-04-05,google_product_001,Search,1998,0.15316126518437878,4.7833905092825955,0.04212574030632215,0
2022-04-06,google_product_001,Search,1845,0.10997923515245386,3.7484611139555044,0.050269862633197326,0
2022-04-07,google_product_001,Search,2037,0.1319589706814636,3.4024898053083583,0.05105900424357309,0
2022-04-08,google_product_001,Search,1773,0.1595934580242761,5.422369861698508,0.03436052511941757,0
2022-04-09,google_product_001,Search,1562,0.10221018799404992,5.738899663797579,0.03183782755458035,0
2022-04-10,google_product_001,Search,1574,0.16321424213881197,4.978858050781795,0.040781430629696476,0
2022-04-11,google_product_001,Search,1575,0.14941086603219955,4.085318142565024,0.04861636124497944,0
2022-04-12,google_product_001,Search,2010,0.16657469863251442,3.191734278359074,0.04139060398653418,0
2022-04-13,google_product_001,Search,2086,0.15671742402193983,3.1695555934434347,0.02423003517809003,0
2022-04-14,google_product_001,Search,1833,0.19092421289921532,4.522514105265757,0.031971755560491574,0
2022-04-15,google_product_001,Search,1703,0.1537567350794372,4.418398220888684,0.03926027136405622,0
2022-04-16,google_product_001,Search,1655,0.1371178337662424,5.40159859294643,0.0392433439567417,0
2022-04-17,google_product_001,Search,2011,0.1536689250909685,4.650450092536139,0.05972542176789808,0
2022-04-18,google_product_001,Search,1905,0.16629894087109162,2.4969196982401822,0.02614012057601002,0
2022-04-19,google_product_001,Search,2157,0.15146580210977112,5.051947617722918,0.04505589241835875,0
2022-04-20,google_product_001,Search,2149,0.15121775073611646,3.001939372685587,0.0548911310832829,0
2022-04-21,google_product_001,Search,1619,0.12894024936579734,3.6160287280476484,0.06271449745422797,0
2022-04-22,google_product_001,Search,1738,0.13011297247347156,4.250200206251694,0.035956025768160385,0
2022-04-23,google_product_001,Search,1594,0.1079218418460092,5.995667489783965,0.044914294527202,0
2022-04-24,google_product_001,Search,2133,0.20248730229560818,7.109918556005361,0.04569760357198647,0
2022-04-25,google_product_001,Search,1836,0.11268410293826145,4.606723059136183,0.04195481731553291,0
2022-04-26,google_product_001,Search,2170,0.12921284406612277,3.816803381279612,0.03901154798760694,0
2022-04-27,google_product_001,Search,2160,0.12844778203292406,4.53450564848055,0.04435975389500046,0
2022-04-28,google_product_001,Search,1771,0.17684773130833323,4.887655425873836,0.014677539147803148,0
2022-04-29,google_product_001,Search,1973,0.14115150965123915,3.6793323744428084,0.04682069490062631,0
2022-04-30,google_product_001,Search,1732,0.187432262180212,5.795211355912322,0.04126177903661967,0
2022-05-01,google_product_001,Search,1797,0.12979528127268394,4.230070759191402,0.03777525103221735,0
2022-05-02,google_product_001,Search,1691,0.15836982486671405,4.4977430890913945,0.06046862195719558,0
2022-05-03,google_product_001,Search,2387,0.12493958840220727,4.665924252054461,0.03325065981209448,0
2022-05-04,google_product_001,Search,1884,0.21435447383320164,4.4215866106144555,0.035969240109349696,0
2022-05-05,google_product_001,Search,2118,0.11437204742911461,4.838940500469612,0.05991553302204734,0
2022-05-06,google_product_001,Search,2177,0.15929462130681082,3.382746813453077,0.03167938695150144,0
2022-05-07,google_product_001,Search,1377,0.16901330642796294,3.4416982460539693,0.03449884717063461,0
2022-05-08,google_product_001,Search,1519,0.16241397292354495,2.899845767028305,0.0385297457656915,0
2022-05-09,google_product_001,Search,1885,0.14444137023366874,4.439501230620227,0.048407344821295495,0
2022-05-10,google_product_001,Search,1997,0.14610537900799722,4.778936503512114,0.042078025073533136,0
2022-05-11,google_product_001,Search,1844,0.15131434415937328,4.457772866151886,0.027073746528477376,0
2022-05-12,google_product_001,Search,2004,0.14558993995114533,5.674492433347537,0.034678314368728105,0
2022-05-13,google_product_001,Search,1515,0.1789163735038473,3.9944039811709535,0.033926455667877886,0
2022-05-14,google_product_001,Search,1658,0.21631569004774054,4.6687416555925125,0.039227789547769544,0
2022-05-15,google_product_001,Search,1435,0.133275246449765,2.9082991238606857,0.04425843658629829,0
2022-05-16,google_product_001,Search,2161,0.10890591061262767,3.612900297525599,0.044182057558879724,0
2022-05-17,google_product_001,Search,1927,0.14735153854946234,4.695537757565777,0.02223988245951598,0
2022-05-18,google_product_001,Search,2075,0.22739128012962956,4.849102110743144,0.05063940987560856,0
2022-05-19,google_product_001,Search,2137,0.12588976296090806,3.7060330523358176,0.04252568845996624,0
2022-05-20,google_product_001,Search,1465,0.19917350416332202,3.928400748141933,0.05384532047593906,0
2022-05-21,google_product_001,Search,1592,0.20033102442229322,2.4821262533191906,0.04444198327290672,0
2022-05-22,google_product_001,Search,1862,0.13339235274876016,3.6429707991933906,0.05101322957735762,0
2022-05-23,google_product_001,Search,1511,0.16706949237555827,4.890383163519786,0.04466545311450127,0
2022-05-24,google_product_001,Search,2101,0.19885189869385614,4.575205016106566,0.05346225756202748,0
2022-05-25,google_product_001,Search,2171,0.1386261677703754,4.50066572138121,0.045222506360177786,0
2022-05-26,google_product_001,Search,2110,0.14389258919692915,4.04977368718096,0.03902084753557096,0
2022-05-27,google_product_001,Search,1442,0.13254957258154068,4.007063158628177,0.06272434720446882,0
2022-05-28,google_product_001,Search,1260,0.11955729807921399,3.339678860526553,0.04889037122279892,0
2022-05-29,google_product_001,Search,1683,0.13052167364801978,4.698828420202535,0.04573744421004413,0
2022-05-30,google_product_001,Search,1869,0.1132817919971323,4.42097294438939,0.02723695583461664,0
2022-05-31,google_product_001,Search,2090,0.15102250404777678,4.492018847992799,0.027116923825364625,0
2022-06-01,google_product_001,Search,2163,0.12690080306824075,3.4739651573324197,0.04292715482141853,0
2022-06-02,google_product_001,Search,1792,0.15701357735372243,1.8466570801287556,0.041455211977682406,0
2022-06-03,google_product_001,Search,1710,0.10332313061389117,5.097152711753695,0.03385877434991684,0
2022-06-04,google_product_001,Search,1556,0.1599264069664337,3.5211625439915957,0.0414098269961206,0
2022-06-05,google_product_001,Search,1409,0.17500586884826774,3.1372242359568796,0.055886269280435955,0
2022-06-06,google_product_001,Search,2155,0.09018793072285633,4.693478911913994,0.04695402474550299,0
2022-06-07,google_product_001,Search,2107,0.16122169709542716,3.6079873600808705,0.02858991490247262,0
2022-06-08,google_product_001,Search,1828,0.18683006977419875,5.059936384046622,0.038884911728570566,0
2022-06-09,google_product_001,Search,2031,0.11371076943926384,4.617005949576697,0.03195033519147439,0
2022-06-10,google_product_001,Search,1440,0.2001771716051311,4.683569323200477,0.03612300083591439,0
2022-06-11,google_product_001,Search,1625,0.16257057028098135,2.6340442887994655,0.03586384334370357,0
2022-06-12,google_product_001,Search,1753,0.12884964432724771,5.211943985386401,0.035223544173959946,0
2022-06-13,google_product_001,Search,1587,0.1483269276702688,4.261250531233856,0.027448646280266054,0
2022-06-14,google_product_001,Search,2174,0.16674980737565168,3.6307228607537967,0.038723453184818096,0
2022-06-15,google_product_001,Search,2117,0.15228016174237233,4.143388467342251,0.0343939236315269,0
2022-06-16,google_product_001,Search,2032,0.16616267977339108,2.22376476710168,0.010705513099977321,0
2022-06-17,google_product_001,Search,1982,0.122379792207619,4.408652811480671,0.06052972024501663,0
2022-06-18,google_product_001,Search,1387,0.15508082472108234,2.970628491817928,0.050887696542166724,0
2022-06-19,google_product_001,Search,1338,0.10758856509285059,2.6473297141564656,0.03623699275075004,0
2022-06-20,google_product_001,Search,1541,0.14666321815953898,2.477640813782109,0.04018819049740598,0
2022-06-21,google_product_001,Search,1785,0.1228827707560563,5.112688374989926,0.02828345652682438,0
2022-06-22,google_product_001,Search,1986,0.127934101722307,3.3707366063072115,0.05695722877810865,0
2022-06-23,google_product_001,Search,1903,0.1870827952563131,5.5337277099165,0.05897288694773112,0
2022-06-24,google_product_001,Search,1625,0.18273930361782806,3.464198536947702,0.041566937282465244,0
2022-06-25,google_product_001,Search,1568,0.1682741436272153,2.2926420424070533,0.05023530644185345,0
2022-06-26,google_product_001,Search,1458,0.11723061705982263,2.883475560051341,0.04175286778933924,0
2022-06-27,google_product_001,Search,1975,0.14050774650915593,5.235811620006938,0.026632745611240696,0
2022-06-28,google_product_001,Search,1861,0.18639293099937548,3.8441018220633323,0.035881766310363425,0
2022-06-29,google_product_001,Search,2511,0.15425150740919713,3.451712703509399,0.041319279667719575,0
2022-06-30,google_product_001,Search,1925,0.21957988619945082,4.160018225852788,0.03545452281256556,0
2022-07-01,google_product_001,Search,1363,0.16179953518183116,4.501782736167545,0.03781346722564964,0
2022-07-02,google_product_001,Search,1153,0.15576147349470093,5.117398815902461,0.03908600442490886,0
2022-07-03,google_product_001,Search,1517,0.14072650607392495,5.448499229892926,0.039191215021345385,0
2022-07-04,google_product_001,Search,1605,0.15400622714346845,3.6402313542109144,0.04052258490497483,0
2022-07-05,google_product_001,Search,2023,0.14542590490858368,2.6739523139179617,0.02939394933603399,0
2022-07-06,google_product_001,Search,2027,0.1712432603006577,3.586534838876724,0.032829838508720635,0
2022-07-07,google_product_001,Search,1751,0.17870106950383752,4.260280506582886,0.027154157343000307,0
2022-07-08,google_product_001,Search,1331,0.12642031618476152,3.0362410737893892,0.049778155496862,0
2022-07-09,google_product_001,Search,-470,0.11006301139326666,3.042849085104957,0.018943530581596753,1
2022-07-10,google_product_001,Search,1297,0.0949138388069011,4.343787881549885,0.05153590343316926,0
2022-07-11,google_product_001,Search,1787,0.1652397398073763,3.951347648429549,0.053863493972628435,0
2022-07-12,google_product_001,Search,1888,0.11689900181478378,4.032796995411586,0.03697819413017379,0
2022-07-13,google_product_001,Search,1650,0.08541328221142551,3.2415046652999306,0.013968629121727014,0
2022-07-14,google_product_001,Search,1766,0.1616573581359289,3.7695992857942326,0.03638689438032709,0
2022-07-15,google_product_001,Search,1544,0.2247899855229837,3.0757668557316955,0.039358158387111805,0
2022-07-16,google_product_001,Search,1123,0.1498178726538032,4.8901984111247865,0.029894017800710868,0
2022-07-17,google_product_001,Search,1383,0.17515472323354925,5.035249334723753,0.03484781606191757,0
2022-07-18,google_product_001,Search,1594,0.15245488075642694,2.153812137761906,0.05530195198863351,0
2022-07-19,google_product_001,Search,1584,0.1470333104042657,3.0704891398075898,0.04664927162301741,0
2022-07-20,google_product_001,Search,1938,0.17757229448963305,2.503470744909921,0.030754358856219,0
2022-07-21,google_product_001,Search,1811,0.14129176367434046,3.349976065593102,0.02402400830404568,0
2022-07-22,google_product_001,Search,1651,0.1580217694221571,3.916562030209639,0.03672982682390229,0
2022-07-23,google_product_001,Search,1478,0.1596509341858804,2.55035478030147,0.03786543220649562,0
2022-07-24,google_product_001,Search,1046,0.12995728639070853,3.0781401868746867,0.044961991873633166,0
2022-07-25,google_product_001,Search,1364,0.1797612704860957,2.9960426279185013,0.03464683287432341,0
2022-07-26,google_product_001,Search,1885,0.14475120729913774,4.2072673293989435,0.04511499575361862,0
2022-07-27,google_product_001,Search,1938,0.12732764521521467,4.0693443370362505,0.059351540400602296,0
2022-07-28,google_product_001,Search,1772,0.1660952953071121,3.2782624466627466,0.04815501022444263,0
2022-07-29,google_product_001,Search,2175,0.12304596054626887,4.176820872139398,0.03951911492669227,0
2022-07-30,google_product_001,Search,1353,0.15084543472107384,3.4533199154127345,0.03816849528946705,0
2022-07-31,google_product_001,Search,1520,0.14972643010067388,3.728344889673947,0.03643326865820129,0
2022-08-01,google_product_001,Search,1714,0.18257686697494735,5.673452090298537,0.051806409124521446,0
2022-08-02,google_product_001,Search,1884,0.16424094698639857,5.3404610517903475,0.03372686554048697,0
2022-08-03,google_product_001,Search,1745,0.14924919123764568,2.7004187630724026,0.04045222708999983,0
2022-08-04,google_product_001,Search,1794,0.1745329889760086,4.829732417879175,0.04051197901881085,0
2022-08-05,google_product_001,Search,1224,0.19170622647051938,4.811396554491592,0.03498215807188468,0
2022-08-06,google_product_001,Search,1165,0.16673430919055587,2.8517367112473817,0.02627534452115899,0
2022-08-07,google_product_001,Search,1170,0.15031057859530142,4.818777643754861,0.04322974503617668,0
2022-08-08,google_product_001,Search,1515,0.11064491302949521,5.537931918412553,0.03938996028144617,0
2022-08-09,google_product_001,Search,2193,0.11804659010773882,2.877455193755586,0.0450024046943657,0
2022-08-10,google_product_001,Search,1411,0.14084325886935997,3.0824971789857365,0.03466399693560833,0
2022-08-11,google_product_001,Search,1757,0.1317146339352215,5.017661466843503,0.05220821298813048,0
2022-08-12,google_product_001,Search,1034,0.14439086091043662,4.271495310825648,0.031232262187881554,0
2022-08-13,google_product_001,Search,1097,0.15169949774691321,4.551476275239523,0.05712040284017893,0
2022-08-14,google_product_001,Search,1464,0.16589078263070192,4.340589216400497,0.022523634901717385,0
2022-08-15,google_product_001,Search,1491,0.14788503665822725,4.390695920928144,0.044347700645568915,0
2022-08-16,google_product_001,Search,1495,0.16459504931478605,2.673527871688917,0.04475430682526624,0
2022-08-17,google_product_001,Search,1623,0.1519342324443036,5.047317706621448,0.03204442932059118,0
2022-08-18,google_product_001,Search,1737,0.09073600300938386,5.169589992427774,0.044243939378610125,0
2022-08-19,google_product_001,Search,1193,0.12181993818543736,3.7706092559319724,0.05279518669760159,0
2022-08-20,google_product_001,Search,1218,0.14567737332835154,3.9565230501861377,0.017831811606459354,0
2022-08-21,google_product_001,Search,1240,0.11370915771476678,2.468892497444278,0.04502744807490815,0
2022-08-22,google_product_001,Search,1333,0.16799786189988614,4.514254756017835,0.015067291796699224,0
2022-08-23,google_product_001,Search,2125,0.19592252497031093,4.572057441714144,0.03034335196476792,0
2022-08-24,google_product_001,Search,1879,0.1865628555509195,3.937808983000689,0.05629166364900945,0
2022-08-25,google_product_001,Search,1183,0.14359671387209375,5.1243533598705024,0.03418217966607946,0
2022-08-26,google_product_001,Search,1364,0.19472178410549856,3.6659227690200593,0.028261200355910274,0
2022-08-27,google_product_001,Search,1031,0.15446002371606335,4.5646059258936,0.03802062271015318,0
2022-08-28,google_product_001,Search,1391,0.1398874208664588,2.980335661307884,0.06067906338163552,0
2022-08-29,google_product_001,Search,1295,0.1315979200937718,3.976447849125762,0.02168317752793974,0
2022-08-30,google_product_001,Search,1664,0.14092590940535615,3.8256457420971643,0.029486900883606556,0
2022-08-31,google_product_001,Search,1845,0.13835469544376314,4.225307922040941,0.054974316831796266,0
2022-09-01,google_product_001,Search,1755,0.15511248667126462,3.6304730711666413,0.05857702343537732,0
2022-09-02,google_product_001,Search,1081,0.15481721943149593,3.868527404328332,0.03896568775709716,0
2022-09-03,google_product_001,Search,1091,0.15009138060460242,4.826047171441506,0.027609472974733575,0
2022-09-04,google_product_001,Search,1121,0.1631081450923905,3.5632357627617823,0.06095843501809159,0
2022-09-05,google_product_001,Search,1319,0.18571938824359024,2.3934228992613207,0.055944423917491964,0
2022-09-06,google_product_001,Search,2038,0.1784866240632397,5.749583904205421,0.04678946987762233,0
2022-09-07,google_product_001,Search,1824,0.10545306094650289,5.381454078690487,0.0318759765106258,0
2022-09-08,google_product_001,Search,1329,0.07338236595294136,2.7077373048943816,0.039509706591619634,0
2022-09-09,google_product_001,Search,1504,0.1780295973371782,4.689707805245194,0.03839639918955169,0
2022-09-10,google_product_001,Search,1584,0.10899363904753737,3.497025229448657,0.04330851304615578,0
2022-09-11,google_product_001,Search,1424,0.14325703794321948,4.263487215331059,0.054510014381313365,0
2022-09-12,google_product_001,Search,1149,0.1148966092182192,4.294224129013494,0.04879417041137403,0
2022-09-13,google_product_001,Search,1592,0.0959405868725994,3.765592199683678,0.02922623923015242,0
2022-09-14,google_product_001,Search,2001,0.16624388184614364,3.2162343344136035,0.05376496450019538,0
2022-09-15,google_product_001,Search,1445,0.1727746548090794,3.3094589476837406,0.04313132140013155,0
2022-09-16,google_product_001,Search,1417,0.1327046879781984,3.0838080845187577,0.04687065795858916,0
2022-09-17,google_product_001,Search,1322,0.0722687312356527,3.1681777917695553,0.05466540859278603,0
2022-09-18,google_product_001,Search,1041,0.1336126665524255,3.9328217099506446,0.02888419750486449,0
2022-09-19,google_product_001,Search,1451,0.16175412016207638,3.284240010889248,0.03964174421293537,0
2022-09-20,google_product_001,Search,1051,0.10563265293677614,4.68205206571262,0.03468545448640785,0
2022-09-21,google_product_001,Search,1555,0.15550079759337465,5.487246155335927,0.02432140574634544,0
2022-09-22,google_product_001,Search,1549,0.14954070452481014,3.419946758629957,0.0434670997760492,0
2022-09-23,google_product_001,Search,1092,0.16737874498803265,4.239404500535377,0.06511556551584424,0
2022-09-24,google_product_001,Search,1509,0.1535874110524246,4.499685110302934,0.02159922255494247,0
2022-09-25,google_product_001,Search,957,0.12080793177355333,4.472002270919274,0.039677193889505295,0
2022-09-26,google_product_001,Search,1392,0.18589714504993474,4.075955267916087,0.046405429350747734,0
2022-09-27,google_product_001,Search,1744,0.1452441128091909,4.742682418359722,0.041230782016561815,0
2022-09-28,google_product_001,Search,2067,0.14918086381470202,4.482248952680657,0.0388687194748426,0
2022-09-29,google_product_001,Search,1333,0.12200196122780411,2.762337577672702,0.027007836365541757,0
2022-09-30,google_product_001,Search,1596,0.13670153246425468,4.869156064389273,0.04232786742940164,0
2022-10-01,google_product_001,Search,1206,0.12345591857919297,4.887290837266742,0.03243236022984074,0
2022-10-02,google_product_001,Search,1070,0.1448116182022973,3.2367138958214183,0.01810078295021447,0
2022-10-03,google_product_001,Search,1597,0.2013512544042703,4.037937835447602,0.05194592220513731,0
2022-10-04,google_product_001,Search,1783,0.10884296571205931,4.683328992811069,0.04958385819842043,0
2022-10-05,google_product_001,Search,1685,0.10159315806369776,3.7906861804206384,0.0405166097685108,0
2022-10-06,google_product_001,Search,1661,0.19413510982480825,5.072978047766012,0.04229074688205703,0
2022-10-07,google_product_001,Search,1314,0.143720289685444,6.363872494619361,0.05074318012715562,0
2022-10-08,google_product_001,Search,1256,0.1299278178402025,3.214013967365018,0.042243396567780825,0
2022-10-09,google_product_001,Search,1429,0.1811971406218823,2.618955396846225,0.04904017554761315,0
2022-10-10,google_product_001,Search,1853,0.13183153380789409,4.303818595604875,0.037025177991261496,0
2022-10-11,google_product_001,Search,28,0.20478029140640808,4.721562505126143,0.053119837385739464,1
2022-10-12,google_product_001,Search,2265,0.17033777614017806,3.769133626155231,0.04320785725932684,0
2022-10-13,google_product_001,Search,1291,0.13536265775562892,5.453260663321034,0.04194051943605874,0
2022-10-14,google_product_001,Search,1397,0.21471924639796508,2.661394200276751,0.027299389112879678,0
2022-10-15,google_product_001,Search,1388,0.13182855230989984,4.692918623031611,0.04286955854301709,0
2022-10-16,google_product_001,Search,1390,0.1722628611602792,3.3941391792411064,0.03168045082505549,0
2022-10-17,google_product_001,Search,1450,0.15897877741219474,5.7193779062072965,0.03361717273471506,0
2022-10-18,google_product_001,Search,1774,0.18905223868196394,5.992515353168118,0.03184624371683879,0
2022-10-19,google_product_001,Search,1781,0.19684533590180558,3.233343412216652,0.02933765068100775,0
2022-10-20,google_product_001,Search,1606,0.150960124471973,3.45044286409142,0.06124771403016961,0
2022-10-21,google_product_001,Search,1640,0.12739746388961448,4.859587886979802,0.053313390619884035,0
