date,product_id,category,daily_active_users,click_through_rate,avg_session_duration,conversion_rate,is_anomaly,zscore,zscore_anomaly,yhat,yhat_lower,yhat_upper,prophet_anomaly
2022-01-15,google_product_001,Search,541,0.1442795279770996,5.484116028535965,0.0421662497540461,0,-2.0724445867505135,1,856.4969294272156,457.4974972883677,1254.3552233042458,0
2022-01-16,google_product_001,Search,843,0.1565229861953916,4.35561334878566,0.0297424731635972,0,-1.8196426705630753,1,950.1780279395058,572.0562788960298,1350.7977978484653,0
2022-01-17,google_product_001,Search,1000,0.1761020319206626,3.6869419694768455,0.051008213984226,0,-1.6882191578431156,1,1156.8770821961702,733.1678528128502,1553.8417432703013,0
2022-01-18,google_product_001,Search,1511,0.1648704566391781,3.999291405423354,0.0506137096487313,0,-1.260464922174967,0,1447.5175085570158,1057.2006447155898,1842.8457387754222,0
2022-01-19,google_product_001,Search,1337,0.1545125671543072,2.7495922660302825,0.0453200619882194,0,-1.4061190063359414,0,1472.2648394389694,1079.0644872800665,1857.6866327691753,0
2022-01-20,google_product_001,Search,1085,0.1609488300739867,4.604515326355367,0.0436166106124701,0,-1.6170663006380421,1,1364.4072320648693,963.066006886366,1755.637207301568,0
2022-01-21,google_product_001,Search,1412,0.2221024675571482,4.88233306232341,0.0576118812486737,0,-1.3433370735079353,0,1134.6545169550957,733.493437466944,1532.0922744401537,0
2022-01-22,google_product_001,Search,923,0.1482714360889924,3.54790966716692,0.0399968632738822,0,-1.7526752755465353,1,934.2252754001436,541.7964393819749,1327.1827133916806,0
2022-01-23,google_product_001,Search,3052,0.156032971401449,3.529957852240498,0.0281812587457919,1,0.029494524331132775,0,1028.5046684281288,630.8028836711608,1428.2113638663525,1
2022-01-24,google_product_001,Search,999,0.1815196318802283,4.265878229652048,0.044494739128323,0,-1.6890562502808224,1,1236.0291108559256,854.6262548809256,1652.0287916853074,0
2022-01-25,google_product_001,Search,1421,0.1831657779887395,3.5632802639594043,0.0608604704953711,0,-1.3358032415685746,0,1527.725231940306,1126.9044106828658,1907.2275533507466,0
2022-01-26,google_product_001,Search,1622,0.1856109091668114,3.9338673853741777,0.0298524050681414,0,-1.167547661589518,0,1553.7523399625595,1164.150489989945,1933.416866880165,0
2022-01-27,google_product_001,Search,1219,0.1691619066608755,6.099721789166516,0.0363853723330601,0,-1.5048959139853377,1,1447.38276104185,1049.41518997047,1823.441163798204,0
2022-01-28,google_product_001,Search,1275,0.1157098526180854,3.7529742992540034,0.0441644603810145,0,-1.4580187374737599,0,1219.301027624816,811.7720722938511,1611.54049474546,0
2022-01-29,google_product_001,Search,929,0.1990029459690328,3.6416598479787776,0.0394609515099426,0,-1.7476527209202948,1,1020.691404745891,616.387085556265,1444.6563574138395,0
2022-01-30,google_product_001,Search,1059,0.1156096382094393,3.352458194364841,0.0301769641962268,0,-1.6388307040184176,1,1116.8964659213111,714.9207887464959,1519.2634561293203,0
2022-01-31,google_product_001,Search,1243,0.159079063957171,4.744191971499937,0.0512185785623047,0,-1.4848056954803757,0,1326.4027924683649,923.4997019495495,1701.2141937629383,0
2022-02-01,google_product_001,Search,1979,0.1273717244994192,3.818775826781897,0.0632004072201725,0,-0.8687056613282087,0,1620.081209356203,1247.1770263056264,2015.0029003308223,0
2022-02-02,google_product_001,Search,1675,0.1480758496022102,3.350626961678574,0.041961314590239,0,-1.1231817623910603,0,1648.0307388205256,1245.297085104899,2029.147952121005,0
2022-02-03,google_product_001,Search,1315,0.1598628723091044,5.321304032273012,0.0309593171026399,0,-1.42453503996549,0,1543.4605992149313,1135.3597764285187,1931.9073048585692,0
2022-02-04,google_product_001,Search,1441,0.1596407164635082,5.419603004513637,0.0245103947494652,0,-1.3190613928144395,0,1316.991176370764,910.0794325824837,1742.7455921100025,0
2022-02-05,google_product_001,Search,881,0.1626576226270585,3.399576434261295,0.0425797598122118,0,-1.787833157930219,1,1119.7434033981442,695.2230834347465,1536.251677522436,0
2022-02-06,google_product_001,Search,1236,0.1984113380717594,2.1334600486393835,0.0510387734331625,0,-1.490665342544323,0,1216.9992063033544,819.5556533071436,1597.7421582657942,0
2022-02-07,google_product_001,Search,1047,0.1636060290454193,5.007513689836922,0.0447516774649538,0,-1.6488758132708985,1,1427.189033601156,1027.6385006395217,1820.5795372263199,0
2022-02-08,google_product_001,Search,1418,0.1426753009412805,3.315370174239996,0.0399759615908114,0,-1.3383145188816947,0,1721.1338290402612,1303.356491309944,2099.555567652451,0
2022-02-09,google_product_001,Search,1792,0.1789226150486507,4.790625599162769,0.0341072834821069,0,-1.0252419471793708,0,1748.8905761951646,1342.951090182685,2139.991962528407,0
2022-02-10,google_product_001,Search,1748,0.1856841146677392,2.0298961822881645,0.0290783636728191,0,-1.0620740144384677,0,1643.6356946636142,1274.4080515389346,2059.7498385406348,0
2022-02-11,google_product_001,Search,1384,0.1131717655458902,4.892597338299309,0.0483475132632488,0,-1.3667756617637241,0,1415.96717256912,983.2812587310192,1822.1926946449148,0
2022-02-12,google_product_001,Search,1175,0.1679220020954957,2.7888280707192186,0.0491377162138558,0,-1.5417279812444347,1,1216.9948355312033,797.9734589186189,1634.450677097127,0
2022-02-13,google_product_001,Search,1205,0.1710351822693269,4.730764119066524,0.0245427021330926,0,-1.5166152081132322,1,1312.0013813872363,902.8803605823723,1700.8873351034047,0
2022-02-14,google_product_001,Search,1214,0.1410730948992002,4.014273067836434,0.0558983897818068,0,-1.5090813761738715,1,1519.430179719202,1124.6444596399017,1912.908745600296,0
2022-02-15,google_product_001,Search,1610,0.1912712043993485,3.0460605806033554,0.04574071220894,0,-1.1775927708419989,0,1810.1271846454538,1389.1135627338692,2214.0013656041347,0
2022-02-16,google_product_001,Search,1730,0.1454983323890241,3.59296368707322,0.0539959464514579,0,-1.077141678317189,0,1834.186089417266,1434.9506669405941,2247.533415161769,0
2022-02-17,google_product_001,Search,1880,0.1537672936041462,4.686318456956701,0.0265787225151488,0,-0.9515778126611768,0,1724.8310111741193,1324.115741783687,2150.5757721224427,0
2022-02-18,google_product_001,Search,1487,0.1448078452714839,4.105894453115234,0.0263417584458456,0,-1.2805551406799291,0,1492.7176087734902,1104.6462478323433,1907.3582408017917,0
2022-02-19,google_product_001,Search,913,0.150467371427444,4.584412980472484,0.038510306902327,0,-1.761046199923603,1,1289.0220607188996,894.4772757449653,1680.7575601246615,0
2022-02-20,google_product_001,Search,1397,0.1171117473931439,5.976440584515485,0.0450278442689519,0,-1.3558934600735364,0,1379.1005673603158,976.0268637607436,1776.8152901014657,0
2022-02-21,google_product_001,Search,1499,0.1067984735221711,2.4357583882889484,0.0579636082292696,0,-1.270510031427448,0,1581.475418225788,1147.636217444473,1986.904916890415,0
2022-02-22,google_product_001,Search,1684,0.1978351518967491,5.617212574968624,0.0470607891381513,0,-1.1156479304516995,0,1867.0750204942563,1469.9534759803587,2275.357167094294,0
2022-02-23,google_product_001,Search,2009,0.1245911595504501,4.104355937523213,0.0375731872318796,0,-0.8435928881970062,0,1886.0770690420427,1482.3325509680528,2284.3663303162607,0
2022-02-24,google_product_001,Search,1939,0.1202582295163107,3.101215951676872,0.029736307923341,0,-0.9021893588364785,0,1771.7892011375768,1386.059991289686,2185.554388433135,0
2022-02-25,google_product_001,Search,1667,0.0853982965918885,2.66968637426101,0.0523000057271915,0,-1.1298785018927142,0,1534.9480946573626,1144.9017366219482,1953.353911080483,0
2022-02-26,google_product_001,Search,1159,0.1308311475693149,3.810879609222967,0.0303529457424928,0,-1.5551214602477426,1,1326.8064924232426,937.3844924658672,1723.7407699800915,0
2022-02-27,google_product_001,Search,1332,0.110307306197775,4.92165011192446,0.0562846855477232,0,-1.4103044685244752,0,1412.7908703930489,1025.8864716329913,1838.9177523146175,0
2022-02-28,google_product_001,Search,1703,0.199260454804091,3.8724508796224657,0.0371561535039349,0,-1.0997431741352712,0,1611.4858406008198,1198.8089839930133,2049.9371580549137,0
2022-03-01,google_product_001,Search,2074,0.180294512680279,5.511154930247347,0.0559058207261785,0,-0.7891818797460676,0,1893.8727298607182,1515.8993620502847,2267.1818878108693,0
2022-03-02,google_product_001,Search,349,0.1293554896446682,2.548824309948441,0.0467893129005927,1,-2.233166334790209,1,1910.1715534475593,1503.7252278895917,2285.5419677401314,1
2022-03-03,google_product_001,Search,1753,0.2175730741603292,3.9879110521539456,0.0386300451055754,0,-1.057888552249934,0,1793.7207581712987,1409.4576887245776,2185.897925963598,0
2022-03-04,google_product_001,Search,1317,0.1794529646097478,2.7476065555868807,0.0348060362817387,0,-1.4228608550900763,0,1555.275716829054,1144.7199252173793,1937.2913480779855,0
2022-03-05,google_product_001,Search,1144,0.1402550584947413,4.363631882624968,0.0365909212265392,0,-1.5676778468133439,1,1346.0954708528986,953.1603207501893,1721.405636738118,0
2022-03-06,google_product_001,Search,1611,0.0750178285537928,4.8868873900973,0.0442831669237523,0,-1.1767556784042923,0,1431.600443785838,1038.6019870960697,1842.6519849006863,0
2022-03-07,google_product_001,Search,1962,0.2187282771777222,3.579238206318947,0.0407715649621771,0,-0.8829362327692234,0,1630.3572120754914,1259.6287144619764,2018.4312807353451,0
2022-03-08,google_product_001,Search,1918,0.1083128259970921,1.3957861433728658,0.0340618859193129,0,-0.9197683000283203,0,1913.3177605488236,1507.0849580337986,2325.931152369632,0
2022-03-09,google_product_001,Search,2198,0.1006380375912932,4.198948146796495,0.0383436858968236,0,-0.6853824174704307,0,1930.6624194126437,1513.5561811811506,2355.1424506807475,0
2022-03-10,google_product_001,Search,1914,0.1806771129602892,4.43673855173351,0.0407857702971915,0,-0.9231166697791473,0,1815.6808267806782,1381.6903886759633,2186.0447757845527,0
2022-03-11,google_product_001,Search,1459,0.2231925721901781,4.404294754961698,0.0187126590558518,0,-1.303993728935718,0,1579.0718612017126,1181.8062749953044,1980.6194369131792,0
2022-03-12,google_product_001,Search,1505,0.1915281845553155,5.235782191822154,0.0445816811478869,0,-1.2654874768012077,0,1372.0319975242699,964.6384839088518,1767.3430274584962,0
2022-03-13,google_product_001,Search,1805,0.1669172736015707,2.928946320350951,0.0302027877528319,0,-1.0143597454891828,0,1459.9147607545824,1086.8914126370414,1855.259805481825,0
2022-03-14,google_product_001,Search,1731,0.1678426302499585,4.68021610545045,0.0284666759679425,0,-1.0763045858794824,0,1661.2173124604374,1239.7472163421503,2037.8468301207222,0
2022-03-15,google_product_001,Search,2292,0.1756024667634092,5.192507512477975,0.0231265565288928,0,-0.6066957283259963,0,1946.821545365578,1534.7665942943472,2334.018017682833,0
2022-03-16,google_product_001,Search,1519,0.1727678576936029,2.221412415993483,0.022061075021321,0,-1.2537681826733131,0,1966.8388286710242,1552.0894376387403,2354.796507310977,1
2022-03-17,google_product_001,Search,2051,0.1584357427190812,4.319651825918977,0.0264455249688771,0,-0.8084350058133227,0,1854.4926971992431,1458.8833855270955,2254.456544262531,0
2022-03-18,google_product_001,Search,1649,0.1531260331185562,3.4958201689923287,0.032909790423695,0,-1.1449461657714357,0,1620.4203801216495,1221.766784903271,2021.944790743777,0
2022-03-19,google_product_001,Search,1416,0.1481222061630143,3.918477326898354,0.0595325913752656,0,-1.339988703757108,0,1415.7625785100577,1020.8099211166531,1836.0554646071673,0
2022-03-20,google_product_001,Search,1557,0.1273810623339997,4.347676483538336,0.0347412032410479,0,-1.2219586700404566,0,1505.8241278316314,1089.102069232684,1951.273171368043,0
2022-03-21,google_product_001,Search,1381,0.1415797476939967,3.512771435886448,0.0417775010626803,0,-1.3692869390768445,0,1709.0615489798674,1301.6065028750365,2090.5886875809106,0
2022-03-22,google_product_001,Search,1975,0.0992112955741384,3.3242919208383883,0.0440048138650632,0,-0.8720540310790357,0,1996.3248383849768,1594.410633053867,2414.7958910787256,0
2022-03-23,google_product_001,Search,2153,0.1470498111961575,4.034152417488024,0.0413106518621584,0,-0.7230515771672343,0,2017.702625495954,1642.6857383883826,2406.1782635280006,0
2022-03-24,google_product_001,Search,2220,0.1203422667854724,2.912754061137197,0.03922556539274,0,-0.6669663838408822,0,1906.4049834118914,1514.1631403781573,2289.660340302318,0
2022-03-25,google_product_001,Search,1565,0.1168923204835268,2.9141748711148145,0.0280470623640075,0,-1.2152619305388026,0,1673.0647907827447,1263.5318298655627,2058.840811447806,0
2022-03-26,google_product_001,Search,1349,0.1553968245346043,4.679373282956504,0.0545092754827921,0,-1.3960738970834603,0,1468.8270652363344,1082.0601712458183,1895.3721886450599,0
2022-03-27,google_product_001,Search,1473,0.1917600685903379,2.851205964841344,0.0580719664363788,0,-1.2922744348078234,0,1559.0089238970222,1183.206684710426,1966.7298146047788,0
2022-03-28,google_product_001,Search,1995,0.1775494981800693,4.666312500909212,0.0231734130587731,0,-0.8553121823249007,0,1762.0862017431732,1346.6116683479552,2144.3939800330027,0
2022-03-29,google_product_001,Search,2117,0.1028849818913046,4.462591292853952,0.0297597140911362,0,-0.7531869049246773,0,2048.9341124247967,1632.5810378230974,2422.788355270867,0
2022-03-30,google_product_001,Search,2007,0.1203111559028898,2.2741932712094037,0.0372018965762299,0,-0.8452670730724197,0,2069.6711196661972,1636.8361872640949,2454.440591133556,0
2022-03-31,google_product_001,Search,2057,0.1782231356396464,3.322435347664345,0.030354622050898,0,-0.8034124511870823,0,1957.5403494063967,1550.628207274773,2348.6582184718577,0
2022-04-01,google_product_001,Search,1718,0.1205253781938507,5.1941094030473725,0.0450596555345586,0,-1.0871867875696701,0,1723.2094883151292,1329.0375937894007,2099.169554777625,0
2022-04-02,google_product_001,Search,1733,0.1432610055000892,3.0188344688603186,0.0327172779759338,0,-1.0746304010040688,0,1517.8586381088605,1098.8193485725374,1891.3572858651796,0
2022-04-03,google_product_001,Search,1460,0.1665015629707365,3.5355957376906124,0.061650560678066,0,-1.3031566364980112,0,1606.8388305351918,1205.7967633357102,1999.4595644977194,0
2022-04-04,google_product_001,Search,1773,0.1209496663540909,4.462060893251897,0.0519054859434359,0,-1.0411467034957989,0,1808.6572816655762,1407.5212377300008,2228.978603490639,0
2022-04-05,google_product_001,Search,1998,0.1531612651843787,4.783390509282596,0.0421257403063221,0,-0.8528009050117804,0,2094.2168151339456,1712.6236419847542,2501.361421940857,0
2022-04-06,google_product_001,Search,1845,0.1099792351524538,3.748461113955504,0.0502698626331973,0,-0.980876047980913,0,2113.658663174549,1725.3560211549068,2519.5383788385748,0
2022-04-07,google_product_001,Search,2037,0.1319589706814636,3.4024898053083583,0.051059004243573,0,-0.8201542999412172,0,2000.2430107945684,1586.6873756706457,2382.6258690896493,0
2022-04-08,google_product_001,Search,1773,0.1595934580242761,5.422369861698508,0.0343605251194175,0,-1.0411467034957989,0,1764.648257299693,1356.482847452787,2164.8871163809654,0
2022-04-09,google_product_001,Search,1562,0.1022101879940499,5.738899663797579,0.0318378275545803,0,-1.217773207851923,0,1558.0584856236783,1129.406250881692,1950.6159908632508,0
2022-04-10,google_product_001,Search,1574,0.1632142421388119,4.978858050781795,0.0407814306296964,0,-1.2077280985994419,0,1645.8218572148128,1248.2359459078348,2054.130112164474,0
2022-04-11,google_product_001,Search,1575,0.1494108660321995,4.085318142565024,0.0486163612449794,0,-1.206891006161735,0,1846.436015419904,1445.6023037480136,2219.048697933044,0
2022-04-12,google_product_001,Search,2010,0.1665746986325144,3.191734278359074,0.0413906039865341,0,-0.8427557957592995,0,2130.787922567086,1739.2993990179305,2530.7476675734515,0
2022-04-13,google_product_001,Search,2086,0.1567174240219398,3.1695555934434347,0.02423003517809,0,-0.7791367704935865,0,2148.9973266119105,1712.9411264501316,2542.4374261170224,0
2022-04-14,google_product_001,Search,1833,0.1909242128992153,4.522514105265757,0.0319717555604915,0,-0.990921157233394,0,2034.2982014336935,1624.1608573765052,2407.9716340667846,0
2022-04-15,google_product_001,Search,1703,0.1537567350794372,4.418398220888684,0.0392602713640562,0,-1.0997431741352712,0,1797.3391062319115,1430.661979764838,2172.3876174897064,0
2022-04-16,google_product_001,Search,1655,0.1371178337662424,5.40159859294643,0.0392433439567417,0,-1.1399236111451954,0,1589.2719189791271,1180.0632602759724,1988.7171025086652,0
2022-04-17,google_product_001,Search,2011,0.1536689250909685,4.650450092536139,0.059725421767898,0,-0.8419187033215927,0,1675.4116205549594,1269.6288554526975,2045.4250142220887,0
2022-04-18,google_product_001,Search,1905,0.1662989408710916,2.4969196982401822,0.02614012057601,0,-0.930650501718508,0,1874.2231672287044,1476.2707119863846,2276.126062115817,0
2022-04-19,google_product_001,Search,2157,0.1514658021097711,5.051947617722918,0.0450558924183587,0,-0.7197032074164074,0,2156.562827887366,1769.0843055539651,2538.5255955417474,0
2022-04-20,google_product_001,Search,2149,0.1512177507361164,3.001939372685587,0.0548911310832829,0,-0.7263999469180613,0,2172.5231323348125,1771.041897101803,2581.2398114913954,0
2022-04-21,google_product_001,Search,1619,0.1289402493657973,3.616028728047648,0.0627144974542279,0,-1.1700589389026381,0,2055.3157246988403,1650.526638240719,2431.7151497760974,1
2022-04-22,google_product_001,Search,1738,0.1301129724734715,4.250200206251694,0.0359560257681603,0,-1.070444938815535,0,1815.573019157566,1426.6280491225766,2197.5865039383452,0
2022-04-23,google_product_001,Search,1594,0.1079218418460092,5.995667489783965,0.044914294527202,0,-1.190986249845307,0,1604.438067773124,1183.5799717593175,2007.6599984664665,0
2022-04-24,google_product_001,Search,2133,0.2024873022956081,7.109918556005361,0.0456976035719864,0,-0.7397934259213693,0,1687.2252764101204,1306.0533824007905,2071.2525038561653,1
2022-04-25,google_product_001,Search,1836,0.1126841029382614,4.606723059136183,0.0419548173155329,0,-0.9884098799202737,0,1882.4079713170727,1457.9823737523136,2293.981089778464,0
2022-04-26,google_product_001,Search,2170,0.1292128440661227,3.816803381279612,0.0390115479876069,0,-0.7088210057262196,0,2160.8601651690374,1759.5051403988464,2557.018095003455,0
2022-04-27,google_product_001,Search,2160,0.128447782032924,4.53450564848055,0.0443597538950004,0,-0.7171919301032871,0,2172.7016483249454,1791.2095485461127,2574.8464520897837,0
2022-04-28,google_product_001,Search,1771,0.1768477313083332,4.887655425873836,0.0146775391478031,0,-1.0428208883712125,0,2051.180687824526,1630.1082077680064,2451.134827461986,0
2022-04-29,google_product_001,Search,1973,0.1411515096512391,3.679332374442808,0.0468206949006263,0,-0.8737282159544492,0,1806.975228547491,1409.4271262738641,2205.1033182055794,0
2022-04-30,google_product_001,Search,1732,0.187432262180212,5.795211355912322,0.0412617790366196,0,-1.0754674934417756,0,1591.2820126178788,1182.3955734988988,2004.4065402469748,0
2022-05-01,google_product_001,Search,1797,0.1297952812726839,4.230070759191402,0.0377752510322173,0,-1.021056484990837,0,1669.4762683343235,1290.053841877893,2078.744539362365,0
2022-05-02,google_product_001,Search,1691,0.158369824866714,4.4977430890913945,0.0604686219571955,0,-1.1097882833877524,0,1860.0979951110744,1445.8492282033567,2236.343286159329,0
2022-05-03,google_product_001,Search,2387,0.1249395884022072,4.665924252054461,0.0332506598120944,0,-0.5271719467438551,0,2134.092225109969,1768.1357388674214,2531.3652698258297,0
2022-05-04,google_product_001,Search,1884,0.2143544738332016,4.421586610614456,0.0359692401093496,0,-0.9482294429103498,0,2141.6524262819976,1760.0268539271387,2544.274715438913,0
2022-05-05,google_product_001,Search,2118,0.1143720474291146,4.838940500469612,0.0599155330220473,0,-0.7523498124869705,0,2016.1013743836015,1638.784065400131,2425.731723778378,0
2022-05-06,google_product_001,Search,2177,0.1592946213068108,3.382746813453077,0.0316793869515014,0,-0.7029613586622724,0,1768.1904381027562,1392.5994070398947,2162.5973297784176,1
2022-05-07,google_product_001,Search,1377,0.1690133064279629,3.4416982460539693,0.0344988471706346,0,-1.3726353088276715,0,1549.1867464791806,1165.0105323172775,1944.0735275897932,0
2022-05-08,google_product_001,Search,1519,0.1624139729235449,2.899845767028305,0.0385297457656915,0,-1.2537681826733131,0,1624.5309447859045,1223.9984577542273,1981.8865949413978,0
2022-05-09,google_product_001,Search,1885,0.1444413702336687,4.439501230620227,0.0484073448212954,0,-0.947392350472643,0,1812.821620464847,1406.3385461993628,2233.9510948730817,0
2022-05-10,google_product_001,Search,1997,0.1461053790079972,4.778936503512114,0.0420780250735331,0,-0.8536379974494872,0,2085.0538335344418,1683.5888618207841,2487.906692568722,0
2022-05-11,google_product_001,Search,1844,0.1513143441593732,4.457772866151886,0.0270737465284773,0,-0.9817131404186198,0,2091.460966990905,1683.9958251039302,2493.462605410258,0
2022-05-12,google_product_001,Search,2004,0.1455899399511453,5.674492433347537,0.0346783143687281,0,-0.84777835038554,0,1965.3942711338655,1587.7856115961902,2353.318839487216,0
2022-05-13,google_product_001,Search,1515,0.1789163735038473,3.9944039811709535,0.0339264556678778,0,-1.25711655242414,0,1717.6210865270323,1334.6613071999943,2144.898575977923,0
2022-05-14,google_product_001,Search,1658,0.2163156900477405,4.6687416555925125,0.0392277895477695,0,-1.137412333832075,0,1499.4112483603856,1101.347462905062,1915.6493281106489,0
2022-05-15,google_product_001,Search,1435,0.133275246449765,2.9082991238606857,0.0442584365862982,0,-1.32408394744068,0,1576.1944039461714,1177.7324180077453,1971.3599048465833,0
2022-05-16,google_product_001,Search,2161,0.1089059106126276,3.612900297525599,0.0441820575588797,0,-0.7163548376655804,0,1766.5443417399752,1362.7039662439079,2135.8386563425634,1
2022-05-17,google_product_001,Search,1927,0.1473515385494623,4.695537757565777,0.0222398824595159,0,-0.9122344680889596,0,2041.4177737736827,1627.7347568042846,2456.384186776681,0
2022-05-18,google_product_001,Search,2075,0.2273912801296295,4.849102110743144,0.0506394098756085,0,-0.7883447873083608,0,2050.99678492731,1643.7746861339328,2445.7763358516668,0
2022-05-19,google_product_001,Search,2137,0.125889762960908,3.7060330523358176,0.0425256884599662,0,-0.7364450561705423,0,1928.5693112993877,1523.7757899411374,2322.017257079523,0
2022-05-20,google_product_001,Search,1465,0.199173504163322,3.928400748141933,0.053845320475939,0,-1.2989711743094776,0,1684.8286114523132,1283.1599880491165,2089.0622591961783,0
2022-05-21,google_product_001,Search,1592,0.2003310244222932,2.4821262533191906,0.0444419832729067,0,-1.1926604347207204,0,1470.9612036122453,1075.164628850302,1837.133825493643,0
2022-05-22,google_product_001,Search,1862,0.1333923527487601,3.642970799193391,0.0510132295773576,0,-0.9666454765398983,0,1552.305963081532,1158.3846297483476,1941.391365952066,0
2022-05-23,google_product_001,Search,1511,0.1670694923755582,4.890383163519786,0.0446654531145012,0,-1.260464922174967,0,1747.340433153287,1346.2587353199433,2147.333196269709,0
2022-05-24,google_product_001,Search,2101,0.1988518986938561,4.575205016106566,0.0534622575620274,0,-0.7665803839279853,0,2026.9217424360204,1616.9560057506303,2436.1830569259437,0
2022-05-25,google_product_001,Search,2171,0.1386261677703754,4.50066572138121,0.0452225063601777,0,-0.7079839132885128,0,2041.1312863355583,1638.1234480252447,2468.315388041723,0
2022-05-26,google_product_001,Search,2110,0.1438925891969291,4.04977368718096,0.0390208475355709,0,-0.7590465519886246,0,1923.157478349478,1541.2455421456925,2309.9181158535857,0
2022-05-27,google_product_001,Search,1442,0.1325495725815406,4.007063158628177,0.0627243472044688,0,-1.3182243003767327,0,1683.597476351957,1288.3808737634006,2068.0747940630513,0
2022-05-28,google_product_001,Search,1260,0.1195572980792139,3.339678860526553,0.0488903712227989,0,-1.470575124039361,0,1473.5472989889495,1100.6271484764688,1880.721729686997,0
2022-05-29,google_product_001,Search,1683,0.1305216736480197,4.698828420202535,0.0457374442100441,0,-1.1164850228894063,0,1558.2629703204334,1175.0300053190156,1981.260947450738,0
2022-05-30,google_product_001,Search,1869,0.1132817919971323,4.42097294438939,0.0272369558346166,0,-0.960785829475951,0,1756.1486942433469,1374.863937850985,2159.3465510275373,0
2022-05-31,google_product_001,Search,2090,0.1510225040477767,4.492018847992799,0.0271169238253646,0,-0.7757884007427596,0,2037.9994030225785,1659.267242350943,2441.798276311216,0
2022-06-01,google_product_001,Search,2163,0.1269008030682407,3.47396515733242,0.0429271548214185,0,-0.7146806527901669,0,2053.846797851598,1652.7325441696305,2445.1123636931457,0
2022-06-02,google_product_001,Search,1792,0.1570135773537224,1.846657080128756,0.0414552119776824,0,-1.0252419471793708,0,1936.843152867563,1540.6715326705241,2326.1618103922815,0
2022-06-03,google_product_001,Search,1710,0.1033231306138911,5.097152711753695,0.0338587743499168,0,-1.093883527071324,0,1697.563762642838,1318.891440042913,2098.2723169720402,0
2022-06-04,google_product_001,Search,1556,0.1599264069664337,3.521162543991596,0.0414098269961206,0,-1.2227957624781634,0,1487.0974319680831,1094.7548897988097,1912.1733369712667,0
2022-06-05,google_product_001,Search,1409,0.1750058688482677,3.13722423595688,0.0558862692804359,0,-1.3458483508210555,0,1570.7076391655023,1178.371853714554,1955.423418826587,0
2022-06-06,google_product_001,Search,2155,0.0901879307228563,4.693478911913994,0.0469540247455029,0,-0.7213773922918209,0,1766.8203770479731,1391.1707875113507,2165.923475274796,0
2022-06-07,google_product_001,Search,2107,0.1612216970954271,3.6079873600808714,0.0285899149024726,0,-0.7615578293017448,0,2046.2660278724006,1637.6596060506988,2443.913549119053,0
2022-06-08,google_product_001,Search,1828,0.1868300697741987,5.059936384046622,0.0388849117285705,0,-0.9951066194219277,0,2059.1244111650662,1663.1729185887,2452.5292092659665,0
